Date,Store,Product,Price,Quantity,Total Sales
2025-09-08,Super Meats,Beef,$96.90,12,"$1,162.80"
2025-08-22,Fine Cuts MX,Skirt Steak,$140.32,4,$561.28
2025-12-02,Happy Cow,Chicken,$65.60,15,$984.00
2025-05-19,North Butcher,Ribs,$119.96,3,$359.88
2026-01-13,The Little Bull,Sausage,$127.23,4,$508.92
2025-06-14,Super Meats,Skirt Steak,$132.31,18,"$2,381.58"
2025-10-23,Super Meats,Beef,$81.76,8,$654.08
2025-09-26,Fine Cuts MX,Sausage,$108.59,2,$217.18
2026-01-13,Happy Cow,Chicken,$184.28,5,$921.40
2025-05-18,Fine Cuts MX,Unknown,$121.65,18,"$2,189.70"
2025-06-29,The Little Bull,Skirt Steak,$163.95,14,"$2,295.30"
2025-11-25,North Butcher,Skirt Steak,$176.54,16,"$2,824.64"
2026-01-18,The Little Bull,Pork,$96.34,6,$578.04
2025-09-11,Super Meats,Sausage,$88.61,16,"$1,417.76"
2026-03-26,Happy Cow,Chicken,$120.96,15,"$1,814.40"
2025-07-15,The Little Bull,Sausage,$90.04,4,$360.16
2025-06-20,Super Meats,Chicken,$172.38,16,"$2,758.08"
2025-11-16,Super Meats,Skirt Steak,$158.33,13,"$2,058.29"
2025-08-01,Super Meats,Chicken,,5,$405.45
2025-11-09,Happy Cow,Beef,$115.23,13,"$1,497.99"
2026-03-14,Fine Cuts MX,Sausage,$66.52,8,$532.16
2026-03-23,Fine Cuts MX,Unknown,$198.44,5,$992.20
2025-05-11,Super Meats,Beef,$79.12,19,"$1,503.28"
2025-12-16,North Butcher,Ribs,$182.72,14,"$2,558.08"
2026-01-30,The Little Bull,Sausage,$164.50,,$822.50
2025-09-04,Fine Cuts MX,Pork,$180.00,8,"$1,440.00"
2026-03-11,Fine Cuts MX,Skirt Steak,$106.29,19,"$2,019.51"
2025-11-17,North Butcher,Pork,,3,$473.31
2025-10-31,Happy Cow,Pork,$167.84,13,"$2,181.92"
2026-01-31,Super Meats,Sausage,$247.43,10,"$2,474.30"
2026-03-15,Super Meats,Chicken,$145.52,7,"$1,018.64"
2026-03-05,The Little Bull,Beef,$267.44,1,$267.44
2025-07-27,Happy Cow,Chicken,$32.85,10,$328.50
,Fine Cuts MX,Chicken,$119.30,17,"$2,028.10"
2025-06-17,North Butcher,Beef,$134.08,8,"$1,072.64"
2026-04-09,North Butcher,Chicken,$177.03,17,"$3,009.51"
2025-07-14,Super Meats,Chicken,$218.84,9,"$1,969.56"
2026-02-24,Fine Cuts MX,Unknown,$188.14,10,"$1,881.40"
2026-01-15,Fine Cuts MX,Ribs,$273.55,5,"$1,367.75"
2026-03-14,North Butcher,Pork,$123.90,11,"$1,362.90"
2025-12-03,The Little Bull,Sausage,$167.06,7,"$1,169.42"
2025-05-18,North Butcher,Pork,$133.77,10,"$1,337.70"
2025-11-09,Happy Cow,Ribs,$91.37,18,"$1,644.66"
2026-01-26,Super Meats,Chicken,$134.40,12,"$1,612.80"
2025-09-24,Happy Cow,Skirt Steak,$59.96,3,$179.88
2026-01-01,Super Meats,Pork,$130.67,10,"$1,306.70"
2025-04-27,Super Meats,Sausage,$182.23,11,"$2,004.53"
2025-12-17,Super Meats,Ribs,$168.76,11,"$1,856.36"
2025-12-27,Happy Cow,Ribs,$158.69,5,$793.45
2025-10-30,North Butcher,Sausage,$107.46,3,$322.38
2025-12-23,Super Meats,Ribs,$107.62,3,$322.86
2025-07-19,Super Meats,Beef,$190.93,13,"$2,482.09"
2025-04-25,Fine Cuts MX,Chicken,$168.03,14,"$2,352.42"
2025-10-28,North Butcher,Pork,$202.97,10,"$2,029.70"
2025-07-12,Happy Cow,Unknown,$188.27,13,"$2,447.51"
2025-10-01,Super Meats,Pork,$223.89,19,"$4,253.91"
2025-05-26,North Butcher,Sausage,$179.78,11,"$1,977.58"
2025-07-22,North Butcher,Beef,$119.60,14,"$1,674.40"
,The Little Bull,Ribs,$105.36,10,"$1,053.60"
2025-08-04,Fine Cuts MX,Ribs,$248.89,17,"$4,231.13"
2025-05-28,Unknown,Beef,$168.54,5,$842.70
2026-02-02,North Butcher,Pork,$205.33,3,$615.99
2026-01-16,The Little Bull,Chicken,$115.78,11,"$1,273.58"
2025-06-26,The Little Bull,Skirt Steak,$94.79,2,$189.58
2026-03-16,Super Meats,Skirt Steak,$174.27,7,"$1,219.89"
2025-06-29,Super Meats,Sausage,$696.85,15,"$10,452.75"
2025-09-06,North Butcher,Chicken,$199.39,14,"$2,791.46"
2025-11-19,Super Meats,Pork,$172.96,8,"$1,383.68"
2026-03-18,Fine Cuts MX,Sausage,$169.63,19,"$3,222.97"
2026-02-02,The Little Bull,Ribs,$57.87,17,$983.79
2025-10-15,Happy Cow,Beef,$238.97,,"$1,433.82"
2025-08-22,Fine Cuts MX,Ribs,$218.15,18,"$3,926.70"
,Fine Cuts MX,Chicken,$229.96,1,$229.96
2025-12-13,Super Meats,Unknown,$148.44,2,$296.88
2026-04-14,North Butcher,Ribs,$166.71,5,$833.55
2025-09-03,Fine Cuts MX,Sausage,$107.87,7,$755.09
2026-02-16,North Butcher,Skirt Steak,$196.91,1,$196.91
2025-07-21,Fine Cuts MX,Chicken,$123.38,6,$740.28
2026-04-03,Happy Cow,Pork,$182.90,8,"$1,463.20"
2026-01-24,The Little Bull,Ribs,$158.76,3,$476.28
2025-10-19,Happy Cow,Beef,$24.86,15,$372.90
2025-07-18,The Little Bull,Skirt Steak,$239.42,,"$3,830.72"
2026-03-16,Super Meats,Ribs,$82.62,9,$743.58
2025-05-08,Happy Cow,Sausage,$169.12,4,$676.48
2025-05-27,Unknown,Skirt Steak,$127.10,13,"$1,652.30"
2026-03-27,Happy Cow,Sausage,$227.00,3,$681.00
2025-10-17,Fine Cuts MX,Skirt Steak,$46.57,10,$465.70
2025-06-03,Fine Cuts MX,Sausage,$179.20,7,"$1,254.40"
2025-07-14,Super Meats,Chicken,$152.73,16,"$2,443.68"
2026-04-09,Happy Cow,Ribs,$109.57,11,"$1,205.27"
2025-11-22,Super Meats,Ribs,$197.25,19,"$3,747.75"
2025-10-11,Happy Cow,Chicken,$170.69,8,"$1,365.52"
2025-10-12,Fine Cuts MX,Ribs,$238.50,14,"$3,339.00"
2025-08-22,Super Meats,Chicken,$195.50,1,$195.50
2026-01-15,The Little Bull,Chicken,$249.99,12,"$2,999.88"
2026-02-15,Super Meats,Chicken,$97.28,16,"$1,556.48"
2026-02-09,Fine Cuts MX,Beef,$118.54,2,$237.08
2025-10-29,Super Meats,Skirt Steak,,9,"$2,661.39"
2025-09-25,North Butcher,Chicken,$182.17,10,"$1,821.70"
2025-11-16,Fine Cuts MX,Chicken,$207.05,16,"$3,312.80"
2026-04-04,North Butcher,Pork,$203.86,15,"$3,057.90"
2026-02-28,The Little Bull,Sausage,$149.11,15,"$2,236.65"
2025-05-28,Fine Cuts MX,Sausage,$222.74,8,"$1,781.92"
2025-11-28,Fine Cuts MX,Chicken,$244.04,12,"$2,928.48"
2026-01-21,Happy Cow,Beef,$111.55,19,"$2,119.45"
2025-10-07,Happy Cow,Chicken,$189.74,15,"$2,846.10"
2026-04-03,North Butcher,Skirt Steak,$141.94,12,"$1,703.28"
,Super Meats,Pork,$163.40,15,"$2,451.00"
2025-05-22,Super Meats,Skirt Steak,$215.81,18,"$3,884.58"
2025-07-16,Super Meats,Chicken,$140.07,5,$700.35
2026-03-05,Unknown,Chicken,$100.07,15,"$1,501.05"
2025-06-28,Happy Cow,Ribs,$100.68,12,"$1,208.16"
2025-11-10,North Butcher,Pork,$75.49,13,$981.37
2025-07-30,North Butcher,Ribs,$157.32,,$943.92
2025-09-24,The Little Bull,Chicken,$117.90,15,"$1,768.50"
2026-01-30,Fine Cuts MX,Chicken,$128.95,3,$386.85
2025-09-13,The Little Bull,Sausage,$75.12,17,"$1,277.04"
2026-01-18,The Little Bull,Chicken,$122.09,13,"$1,587.17"
2025-06-18,Happy Cow,Chicken,$199.72,,$798.88
2025-08-27,Happy Cow,Beef,$152.45,8,"$1,219.60"
2026-03-03,The Little Bull,Beef,$741.69,2,"$1,483.38"
2025-08-25,The Little Bull,Chicken,$109.86,3,$329.58
2025-06-15,North Butcher,Chicken,$128.67,7,$900.69
2025-09-06,The Little Bull,Skirt Steak,$143.76,10,"$1,437.60"
2025-10-24,Fine Cuts MX,Sausage,$158.34,3,
2026-02-11,Happy Cow,Sausage,$155.92,19,"$2,962.48"
2025-08-04,The Little Bull,Beef,$169.58,5,$847.90
2025-09-16,Unknown,Ribs,$156.07,18,"$2,809.26"
2026-04-16,The Little Bull,Ribs,$165.70,18,"$2,982.60"
2025-10-25,Fine Cuts MX,Sausage,$107.45,1,$107.45
2025-08-23,Super Meats,Ribs,$96.50,9,$868.50
2025-06-30,Super Meats,Skirt Steak,$32.21,1,$32.21
2025-10-31,North Butcher,Skirt Steak,$244.38,15,"$3,665.70"
,North Butcher,Sausage,$101.74,14,"$1,424.36"
2025-07-28,The Little Bull,Beef,$56.23,19,"$1,068.37"
2025-10-30,Happy Cow,Skirt Steak,$185.71,7,"$1,299.97"
2026-02-02,Super Meats,Sausage,$90.65,13,"$1,178.45"
2025-06-06,North Butcher,Skirt Steak,,18,"$2,437.38"
2026-01-10,The Little Bull,Skirt Steak,$156.76,17,"$2,664.92"
2025-07-08,North Butcher,Chicken,$30.24,18,$544.32
2026-04-18,Fine Cuts MX,Sausage,$175.81,8,"$1,406.48"
2025-08-31,The Little Bull,Pork,$203.27,19,
2025-06-11,Fine Cuts MX,Sausage,$193.94,14,"$2,715.16"
2025-08-13,Fine Cuts MX,Skirt Steak,$97.49,3,$292.47
2026-03-10,North Butcher,Ribs,$127.11,9,"$1,143.99"
2025-08-17,Super Meats,Chicken,$142.43,18,"$2,563.74"
2026-01-24,The Little Bull,Ribs,$127.07,15,"$1,906.05"
2025-08-23,The Little Bull,Beef,$116.72,1,$116.72
2025-11-12,Super Meats,Beef,$137.45,9,"$1,237.05"
2026-04-19,Happy Cow,Skirt Steak,$172.76,7,"$1,209.32"
2025-07-18,Super Meats,Chicken,$159.73,9,"$1,437.57"
2025-06-13,The Little Bull,Sausage,$158.91,12,"$1,906.92"
2025-12-11,Fine Cuts MX,Sausage,$142.00,8,"$1,136.00"
2025-07-26,North Butcher,Chicken,$111.29,15,"$1,669.35"
2025-12-04,The Little Bull,Skirt Steak,$138.82,16,"$2,221.12"
2025-09-05,Happy Cow,Sausage,$87.82,18,"$1,580.76"
2025-12-24,North Butcher,Pork,$114.08,6,$684.48
2025-12-14,Fine Cuts MX,Ribs,$267.46,7,"$1,872.22"
2025-07-22,North Butcher,Beef,$156.35,18,"$2,814.30"
,North Butcher,Ribs,$118.25,19,"$2,246.75"
2025-12-13,The Little Bull,Ribs,$109.64,3,$328.92
2026-04-17,Fine Cuts MX,Beef,$74.23,12,$890.76
2026-03-19,Super Meats,Ribs,$202.60,13,"$2,633.80"
2026-02-15,The Little Bull,Ribs,$160.40,17,"$2,726.80"
2025-07-23,Super Meats,Skirt Steak,$118.58,12,"$1,422.96"
2025-10-20,Happy Cow,Sausage,$139.99,16,"$2,239.84"
2025-11-25,Super Meats,Sausage,$96.47,17,"$1,639.99"
2025-09-17,North Butcher,Chicken,$123.62,7,
2025-12-24,Fine Cuts MX,Skirt Steak,$202.81,14,"$2,839.34"
2025-08-14,Happy Cow,Chicken,$169.88,9,"$1,528.92"
2026-01-22,Happy Cow,Chicken,$147.99,9,"$1,331.91"
2025-11-16,North Butcher,Sausage,$124.90,17,"$2,123.30"
2025-09-21,Fine Cuts MX,Pork,$176.35,,"$1,763.50"
2025-09-13,The Little Bull,Pork,$66.75,,$400.50
2025-09-28,Happy Cow,Beef,$106.60,2,$213.20
2025-05-14,Happy Cow,Chicken,$183.60,4,$734.40
2025-09-08,North Butcher,Skirt Steak,$132.98,14,"$1,861.72"
2025-07-11,Fine Cuts MX,Beef,$138.71,5,$693.55
2025-12-05,The Little Bull,Sausage,$164.76,7,"$1,153.32"
2026-01-18,The Little Bull,Skirt Steak,$89.67,11,$986.37
2025-11-03,Unknown,Skirt Steak,$127.74,6,$766.44
2026-03-08,The Little Bull,Unknown,$137.13,9,"$1,234.17"
2025-12-08,Unknown,Sausage,$197.46,10,
2025-10-19,The Little Bull,Beef,$125.15,9,"$1,126.35"
,Super Meats,Skirt Steak,$102.34,3,$307.02
2025-08-01,Unknown,Chicken,$114.18,6,$685.08
2026-01-05,Super Meats,Pork,$236.95,5,"$1,184.75"
2025-10-27,Super Meats,Ribs,$229.18,2,$458.36
2025-09-08,Super Meats,Chicken,$170.75,14,
2026-01-17,North Butcher,Chicken,$114.71,6,$688.26
2025-09-10,Happy Cow,Beef,$136.97,15,"$2,054.55"
2026-01-06,Fine Cuts MX,Beef,$142.77,4,$571.08
2025-04-25,Happy Cow,Beef,$84.71,16,"$1,355.36"
2026-03-16,Super Meats,Unknown,$142.55,9,"$1,282.95"
2025-08-20,Fine Cuts MX,Pork,$105.14,16,"$1,682.24"
2026-01-09,North Butcher,Beef,$176.17,4,$704.68
2025-12-06,North Butcher,Sausage,$160.63,9,"$1,445.67"
2025-08-01,Happy Cow,Chicken,$247.50,,"$4,702.50"
2025-07-01,Fine Cuts MX,Skirt Steak,$127.90,13,"$1,662.70"
2025-09-21,Super Meats,Skirt Steak,$96.69,9,$870.21
2025-11-06,Super Meats,Chicken,$109.04,8,$872.32
2025-06-19,The Little Bull,Ribs,$60.53,17,"$1,029.01"
2026-02-06,Super Meats,Pork,$174.03,2,$348.06
2025-10-04,North Butcher,Beef,$98.03,5,$490.15
2026-03-09,Fine Cuts MX,Pork,$106.59,4,$426.36
2025-11-07,Fine Cuts MX,Sausage,$211.33,4,$845.32
2025-07-25,North Butcher,Sausage,$238.88,17,"$4,060.96"
2026-01-06,Super Meats,Beef,$214.46,2,$428.92
2026-03-02,Fine Cuts MX,Sausage,$182.82,6,"$1,096.92"
2025-07-18,Happy Cow,Beef,$200.42,2,$400.84
2026-02-13,Fine Cuts MX,Pork,$215.01,6,"$1,290.06"
2026-02-20,Super Meats,Sausage,$169.57,17,"$2,882.69"
2025-12-03,Super Meats,Chicken,$235.99,10,"$2,359.90"
,Happy Cow,Skirt Steak,$228.85,1,$228.85
2026-04-09,North Butcher,Beef,$196.30,15,"$2,944.50"
2025-12-08,Super Meats,Ribs,$171.85,14,
2025-12-15,Super Meats,Beef,$142.96,6,$857.76
2025-08-23,Super Meats,Ribs,$155.19,12,"$1,862.28"
2025-10-08,Super Meats,Pork,$224.51,15,"$3,367.65"
2025-09-03,Fine Cuts MX,Skirt Steak,$150.74,8,"$1,205.92"
2026-02-25,Super Meats,Skirt Steak,$149.45,1,$149.45
2026-01-18,Fine Cuts MX,Chicken,$199.77,13,"$2,597.01"
2026-04-04,Super Meats,Ribs,$207.33,15,"$3,109.95"
,The Little Bull,Sausage,$172.71,7,"$1,208.97"
2025-06-01,Happy Cow,Skirt Steak,$135.26,7,$946.82
2025-07-14,Happy Cow,Ribs,$89.06,8,$712.48
2026-02-26,Fine Cuts MX,Chicken,$214.99,15,"$3,224.85"
2025-06-06,North Butcher,Beef,$114.30,12,"$1,371.60"
2025-07-04,North Butcher,Sausage,$90.93,13,"$1,182.09"
2025-08-19,Super Meats,Sausage,$163.68,6,$982.08
2025-11-30,The Little Bull,Beef,$119.97,16,"$1,919.52"
2025-10-30,Fine Cuts MX,Pork,$102.89,14,"$1,440.46"
2026-01-15,Super Meats,Unknown,$159.65,9,"$1,436.85"
2025-08-29,Happy Cow,Beef,$130.62,9,"$1,175.58"
2025-06-23,Happy Cow,Ribs,$66.73,6,$400.38
2025-07-15,Fine Cuts MX,Pork,$101.49,9,$913.41
2025-07-22,North Butcher,Unknown,$187.00,,$374.00
2025-06-11,Fine Cuts MX,Unknown,$160.08,7,"$1,120.56"
2025-05-14,Super Meats,Pork,$173.14,19,
2025-07-24,North Butcher,Beef,$152.20,2,$304.40
2025-07-20,Fine Cuts MX,Pork,$77.05,,$308.20
2026-02-26,The Little Bull,Ribs,$205.13,4,$820.52
2025-11-19,Super Meats,Skirt Steak,$158.89,12,"$1,906.68"
2025-12-23,North Butcher,Chicken,$135.00,7,$945.00
,Happy Cow,Pork,$199.95,18,"$3,599.10"
,Fine Cuts MX,Ribs,$188.76,5,$943.80
2026-04-04,North Butcher,Ribs,$217.78,15,"$3,266.70"
2025-05-01,Happy Cow,Sausage,$158.33,5,$791.65
2025-08-23,Happy Cow,Ribs,$151.61,14,"$2,122.54"
2026-01-23,The Little Bull,Skirt Steak,$105.31,11,"$1,158.41"
2025-08-07,Fine Cuts MX,Sausage,$112.23,6,$673.38
2025-12-08,The Little Bull,Ribs,$108.75,19,"$2,066.25"
2025-12-14,North Butcher,Skirt Steak,$214.74,12,"$2,576.88"
2025-05-05,Fine Cuts MX,Skirt Steak,$213.90,6,"$1,283.40"
2026-04-17,Fine Cuts MX,Unknown,$134.70,18,"$2,424.60"
2025-10-29,Super Meats,Beef,$131.02,2,$262.04
2025-08-18,Happy Cow,Skirt Steak,$165.70,3,$497.10
2026-03-10,Fine Cuts MX,Pork,$116.22,19,
2025-09-08,North Butcher,Chicken,$181.80,13,"$2,363.40"
2025-10-17,Fine Cuts MX,Beef,$110.69,2,$221.38
2025-09-06,Fine Cuts MX,Sausage,$201.98,18,"$3,635.64"
2025-12-09,Super Meats,Chicken,$107.40,12,"$1,288.80"
2026-01-27,Super Meats,Skirt Steak,$81.54,7,$570.78
2025-11-04,The Little Bull,Chicken,$115.35,4,$461.40
2025-11-12,Super Meats,Beef,$146.11,8,"$1,168.88"
2026-02-11,Fine Cuts MX,Ribs,$19.99,9,$179.91
2025-08-25,Fine Cuts MX,Ribs,$212.74,16,"$3,403.84"
2025-05-06,North Butcher,Pork,,5,
2025-06-10,The Little Bull,Beef,$126.01,2,$252.02
2025-09-02,Happy Cow,Skirt Steak,$245.11,9,"$2,205.99"
2026-03-01,Fine Cuts MX,Chicken,$111.34,11,"$1,224.74"
2025-09-01,North Butcher,Pork,$222.99,4,$891.96
2026-04-23,North Butcher,Chicken,$142.28,9,"$1,280.52"
2025-11-11,North Butcher,Sausage,$201.68,14,"$2,823.52"
2025-06-04,Super Meats,Beef,$102.16,13,"$1,328.08"
2025-08-05,The Little Bull,Skirt Steak,$164.88,2,$329.76
2026-03-28,Happy Cow,Chicken,$152.19,5,$760.95
2025-09-03,Fine Cuts MX,Sausage,$211.14,16,"$3,378.24"
2026-04-10,Super Meats,Pork,$121.24,15,"$1,818.60"
2025-12-10,Fine Cuts MX,Chicken,$149.40,6,$896.40
2026-02-05,North Butcher,Skirt Steak,$220.12,11,"$2,421.32"
2026-01-02,Happy Cow,Chicken,$119.63,11,"$1,315.93"
2025-08-11,North Butcher,Sausage,$176.32,9,"$1,586.88"
2026-02-27,The Little Bull,Ribs,$134.22,14,"$1,879.08"
2025-08-27,Super Meats,Beef,$97.19,8,$777.52
2025-09-13,Unknown,Pork,$113.39,18,"$2,041.02"
2025-12-06,North Butcher,Ribs,$135.64,4,$542.56
,Super Meats,Beef,$201.45,5,"$1,007.25"
2025-05-14,Fine Cuts MX,Sausage,$118.66,14,"$1,661.24"
2025-08-25,North Butcher,Beef,$93.50,14,"$1,309.00"
,Super Meats,Ribs,$137.88,,$275.76
2025-07-18,Fine Cuts MX,Beef,$97.51,5,$487.55
2026-03-31,Super Meats,Pork,$81.82,12,$981.84
2025-07-13,Happy Cow,Pork,$219.45,11,"$2,413.95"
2026-02-15,Happy Cow,Chicken,$109.32,18,"$1,967.76"
2026-02-03,Fine Cuts MX,Pork,$111.52,1,$111.52
2026-02-01,Unknown,Pork,$177.03,9,"$1,593.27"
2026-04-11,The Little Bull,Ribs,$181.43,10,"$1,814.30"
2025-12-24,North Butcher,Pork,$222.86,7,"$1,560.02"
2025-08-08,Happy Cow,Chicken,$176.03,18,"$3,168.54"
2025-10-02,Fine Cuts MX,Beef,$220.95,,"$4,198.05"
2025-07-26,North Butcher,Skirt Steak,$315.12,,"$1,890.72"
2025-07-09,Happy Cow,Skirt Steak,$101.41,1,$101.41
2025-11-11,Fine Cuts MX,Skirt Steak,$105.24,,$105.24
2025-08-12,Fine Cuts MX,Pork,$87.75,14,"$1,228.50"
2026-02-20,Super Meats,Chicken,$221.34,14,"$3,098.76"
2026-03-22,Happy Cow,Beef,$143.67,6,$862.02
2025-08-12,Fine Cuts MX,Skirt Steak,$166.53,4,$666.12
2025-06-22,Fine Cuts MX,Skirt Steak,$89.54,15,"$1,343.10"
2025-12-24,The Little Bull,Beef,$176.05,15,"$2,640.75"
,Happy Cow,Beef,$158.14,,"$2,213.96"
2025-09-19,The Little Bull,Ribs,$289.09,14,"$4,047.26"
2026-04-13,North Butcher,Beef,$189.76,16,"$3,036.16"
2025-08-26,North Butcher,Sausage,$146.44,16,"$2,343.04"
2026-04-02,Unknown,Chicken,$162.39,10,"$1,623.90"
2025-12-12,Super Meats,Skirt Steak,$96.48,9,$868.32
2026-02-07,The Little Bull,Skirt Steak,$153.43,19,"$2,915.17"
2025-11-03,Fine Cuts MX,Pork,$203.11,10,"$2,031.10"
2025-12-11,Fine Cuts MX,Chicken,$203.26,,"$2,439.12"
2026-04-07,Super Meats,Beef,$180.25,8,"$1,442.00"
2026-02-23,The Little Bull,Skirt Steak,$137.93,1,$137.93
2025-09-25,The Little Bull,Beef,$254.78,8,"$2,038.24"
2026-02-26,The Little Bull,Pork,$127.08,12,"$1,524.96"
2026-03-14,The Little Bull,Sausage,$147.92,17,"$2,514.64"
2025-11-10,Happy Cow,Chicken,$133.22,4,$532.88
2025-09-09,Happy Cow,Skirt Steak,$101.58,18,"$1,828.44"
2025-09-04,Fine Cuts MX,Pork,$162.42,18,"$2,923.56"
2026-02-24,The Little Bull,Chicken,$32.88,2,$65.76
2025-09-25,Fine Cuts MX,Pork,$164.98,2,$329.96
2025-06-18,The Little Bull,Sausage,$161.93,17,"$2,752.81"
2026-03-08,North Butcher,Beef,$96.34,4,$385.36
2025-11-22,The Little Bull,Beef,$135.30,15,"$2,029.50"
2025-09-04,Fine Cuts MX,Sausage,$112.80,,"$1,804.80"
2025-11-29,The Little Bull,Chicken,$92.00,2,$184.00
2026-01-17,Fine Cuts MX,Pork,$180.11,19,"$3,422.09"
2025-10-19,Super Meats,Skirt Steak,$172.53,13,"$2,242.89"
2025-05-05,Happy Cow,Skirt Steak,$138.44,,"$1,522.84"
2025-06-11,North Butcher,Sausage,$144.32,17,"$2,453.44"
2025-11-12,North Butcher,Pork,$166.74,1,$166.74
2026-03-11,Super Meats,Ribs,$127.15,9,"$1,144.35"
2025-12-23,North Butcher,Pork,,11,"$1,773.97"
2026-02-08,Super Meats,Unknown,$77.87,2,$155.74
2025-05-28,The Little Bull,Skirt Steak,$154.98,19,"$2,944.62"
2025-05-14,The Little Bull,Chicken,$138.40,,"$2,214.40"
2025-06-04,Super Meats,Chicken,$987.07,7,"$6,909.49"
2025-06-13,The Little Bull,Sausage,$158.20,19,"$3,005.80"
2026-01-17,North Butcher,Pork,$112.87,3,$338.61
2026-02-01,Happy Cow,Ribs,$23.63,12,$283.56
2026-03-28,Super Meats,Sausage,$147.42,3,$442.26
2026-02-06,The Little Bull,Skirt Steak,$222.22,12,"$2,666.64"
2025-12-04,Fine Cuts MX,Skirt Steak,$66.38,15,$995.70
2026-03-30,Happy Cow,Chicken,$113.62,14,"$1,590.68"
2025-10-24,North Butcher,Ribs,$135.01,2,$270.02
2025-05-11,Super Meats,Skirt Steak,$118.87,3,$356.61
2026-03-04,The Little Bull,Pork,$109.01,16,"$1,744.16"
2026-01-12,Super Meats,Beef,$148.90,5,$744.50
2025-06-19,The Little Bull,Chicken,$168.86,9,"$1,519.74"
2025-06-07,Fine Cuts MX,Sausage,$98.38,13,"$1,278.94"
2025-09-25,North Butcher,Skirt Steak,$210.25,5,"$1,051.25"
2025-05-01,North Butcher,Ribs,$207.75,,"$1,454.25"
2025-05-28,Super Meats,Sausage,$216.17,17,"$3,674.89"
2025-05-21,Fine Cuts MX,Sausage,$148.35,18,"$2,670.30"
2026-02-08,North Butcher,Beef,$196.95,18,"$3,545.10"
2025-07-14,Happy Cow,Chicken,$155.90,1,$155.90
2025-06-16,Super Meats,Ribs,$124.78,18,"$2,246.04"
2025-06-25,North Butcher,Chicken,,9,$873.90
,Happy Cow,Sausage,$84.30,15,"$1,264.50"
2026-03-30,Super Meats,Pork,$163.23,12,"$1,958.76"
2025-09-25,The Little Bull,Skirt Steak,$179.33,17,"$3,048.61"
2025-12-15,Super Meats,Sausage,$152.65,12,"$1,831.80"
2026-02-09,Happy Cow,Chicken,,13,$651.56
2025-10-19,Fine Cuts MX,Pork,$80.85,,"$1,293.60"
2025-11-26,Super Meats,Ribs,$94.34,11,"$1,037.74"
2025-11-15,Fine Cuts MX,Sausage,$175.07,6,"$1,050.42"
2026-03-21,Fine Cuts MX,Beef,$123.10,6,$738.60
,Super Meats,Beef,$140.85,16,"$2,253.60"
2025-12-29,Super Meats,Skirt Steak,$135.88,15,"$2,038.20"
,The Little Bull,Chicken,$66.90,17,
2025-11-28,Fine Cuts MX,Beef,$190.92,13,"$2,481.96"
2026-03-27,Fine Cuts MX,Skirt Steak,$110.23,16,"$1,763.68"
2025-10-23,North Butcher,Beef,$166.52,6,$999.12
2026-02-20,Super Meats,Pork,$177.55,11,"$1,953.05"
2026-04-17,Unknown,Pork,$189.32,19,"$3,597.08"
2025-08-04,North Butcher,Chicken,$146.81,9,"$1,321.29"
2025-09-15,The Little Bull,Ribs,$165.55,94,"$15,561.70"
2025-06-07,The Little Bull,Ribs,$165.93,2,$331.86
2026-01-04,Fine Cuts MX,Ribs,$171.04,10,"$1,710.40"
2026-01-15,The Little Bull,Sausage,$142.08,12,"$1,704.96"
2026-03-25,The Little Bull,Sausage,$131.61,7,
2025-10-19,Super Meats,Chicken,$188.31,11,"$2,071.41"
2025-09-12,Happy Cow,Sausage,$230.75,4,$923.00
2025-05-07,The Little Bull,Pork,$149.43,4,$597.72
2025-09-21,The Little Bull,Chicken,$95.49,3,$286.47
2026-04-25,Fine Cuts MX,Ribs,$162.35,15,"$2,435.25"
2025-11-23,Happy Cow,Chicken,$72.42,14,
2025-12-29,North Butcher,Beef,$135.74,11,"$1,493.14"
2025-07-21,North Butcher,Chicken,$197.88,11,"$2,176.68"
2025-05-05,The Little Bull,Ribs,$148.29,3,$444.87
2025-05-26,Happy Cow,Ribs,$165.15,5,$825.75
2025-08-18,Super Meats,Sausage,$77.40,12,$928.80
2025-12-09,Super Meats,Chicken,$141.56,3,$424.68
2026-03-20,The Little Bull,Skirt Steak,$101.67,10,"$1,016.70"
2025-06-12,The Little Bull,Skirt Steak,$176.27,12,"$2,115.24"
,The Little Bull,Sausage,$160.72,2,$321.44
2026-03-03,Fine Cuts MX,Chicken,$145.18,8,"$1,161.44"
2025-06-17,Happy Cow,Sausage,$176.80,11,"$1,944.80"
2026-02-20,Super Meats,Beef,$188.42,17,"$3,203.14"
2025-08-19,Super Meats,Sausage,$88.93,7,$622.51
2026-03-24,Happy Cow,Ribs,$135.55,14,"$1,897.70"
2025-11-25,Super Meats,Skirt Steak,$218.31,9,"$1,964.79"
2026-01-16,Fine Cuts MX,Beef,,17,"$2,163.59"
2025-07-24,North Butcher,Skirt Steak,$160.00,3,$480.00
2026-02-21,The Little Bull,Ribs,$92.58,19,"$1,759.02"
2026-02-08,Fine Cuts MX,Beef,$127.24,3,$381.72
2026-02-10,Super Meats,Sausage,$171.31,18,"$3,083.58"
2026-01-05,North Butcher,Chicken,$100.98,13,"$1,312.74"
2025-10-20,Super Meats,Pork,$192.26,12,"$2,307.12"
2026-02-06,The Little Bull,Skirt Steak,$164.99,18,"$2,969.82"
